0.81646726,0.81916951,0.13853883,0.90337788,0.74039192,0.64456369,0.74641988,0.34603677,0.31247232,0.00460863,1.485832559E-05
0.87482084,0.71741354,0.17435195,0.18515102,0.97102461,0.82697806,0.81897794,0.44407967,0.86068957,0.2671366,1.360438336E-03
0.01239419,0.54703876,0.71086583,0.14985715,0.95577242,0.21110261,0.1951674,0.36697552,0.06165485,0.31645757,2.036463164E-07
0.72354764,0.3593617,0.87026797,0.67943479,0.03391638,0.95478967,0.66711289,0.10456948,0.68692418,0.0256338,6.115655048E-06
0.43504721,0.80927854,0.70980732,0.87981928,0.36950463,0.06011414,0.6592176,0.43331603,0.63403978,0.3047517,2.695634936E-04
0.85486672,0.7271097,0.14270099,0.93066657,0.15457115,0.52166603,0.90740346,0.91147053,0.57466341,0.48640357,1.538841202E-03
0.18107254,0.59134668,0.44394026,0.01843625,0.93055314,0.37714773,0.38583565,0.49283013,0.66308673,0.06607454,2.562410134E-06
0.08078442,0.45570842,0.62002831,0.13480314,0.90338703,0.00604998,0.39497721,0.38734982,0.6530079,0.84417012,1.418331635E-06
0.86313824,0.12347639,0.37781347,0.66191035,0.95927915,0.48830769,0.47125291,0.18603885,0.43767039,0.10748809,5.149258127E-05
0.94142462,0.16621757,0.61886144,0.46214138,0.67374339,0.46082584,0.07947247,0.74236897,0.15787753,0.86450417,1.118886514E-04
0.74856536,0.54420256,0.04855898,0.47658819,0.41712945,0.6010839,0.48380522,0.6007773,0.46779405,0.96224822,3.092679826E-04
0.06243004,0.14964995,0.46496166,0.49001718,0.54323683,0.61143863,0.02813941,0.35578051,0.31015869,0.00019839,4.355535829E-10
0.59211519,0.63170279,0.02526269,0.76549735,0.85169807,0.97950697,0.47793383,0.23594383,0.68263062,0.62513129,2.903814542E-04
0.20294108,0.92525981,0.6102156,0.81550081,0.60111394,0.58812446,0.06407076,0.92140055,0.91514889,0.93803194,1.674114417E-03
0.70873571,0.47767979,0.88461601,0.15367536,0.71524721,0.26689813,0.55361145,0.81923558,0.30523721,0.33887993,4.121725962E-04
0.78677364,0.8530606,0.77360449,0.65542345,0.79183656,0.87839954,0.90546669,0.124556,0.64480147,0.14330035,2.466656600E-03
0.42351108,0.80419818,0.91209663,0.34709938,0.45215482,0.34981612,0.14991613,0.18407087,0.24285532,0.06447161,7.368839546E-06
0.14536983,0.96954133,0.30851783,0.94470883,0.28672334,0.89723297,0.04943515,0.70283877,0.651641,0.77594275,1.856593265E-04
0.06348453,0.69947216,0.39330017,0.10778022,0.08081956,0.10797324,0.96116761,0.21815997,0.25627057,0.37499524,3.310036935E-07
0.79423401,0.82775904,0.56716787,0.25156002,0.84399462,0.76563029,0.65605585,0.51453639,0.62186616,0.23371137,2.973706564E-03
0.07821197,0.04043634,0.49921359,0.8425033,0.63650983,0.29302488,0.73615002,0.32731699,0.29085345,0.69124679,1.201862849E-05
0.32010843,0.01919393,0.8417568,0.15507385,0.93444044,0.18029514,0.91982422,0.2805034,0.36760379,0.20501773,2.627460752E-06
0.8222849,0.82817533,0.43548135,0.83706485,0.14764727,0.48683159,0.8449886,0.29755571,0.92357826,0.07423312,3.075870150E-04
0.0189678,0.73026104,0.09356131,0.81788031,0.24014037,0.96716763,0.86932583,0.34390505,0.94661802,0.01075265,7.491339553E-07
0.75082334,0.4133797,0.52361534,0.47670743,0.0286645,0.68280621,0.54058587,0.97154218,0.50654576,0.11272686,4.547424216E-05
0.46739714,0.43460618,0.8955587,0.66610948,0.32423583,0.62761012,0.30848399,0.12722928,0.69837991,0.70728172,4.780534245E-04
0.64760745,0.31592293,0.59387436,0.34167483,0.85613083,0.64220076,0.69120815,0.96934579,0.0808141,0.61261084,7.571307687E-04
0.75154617,0.17180648,0.66613367,0.9086923,0.35096177,0.96213267,0.73544358,0.93854491,0.81746278,0.30172308,4.493131749E-03
0.30474349,0.61731825,0.28302155,0.49818022,0.60337033,0.42187128,0.53338715,0.81908649,0.21535132,0.07877963,5.004344926E-05
0.36297091,0.78297984,0.75517237,0.09411983,0.58478698,0.03622173,0.71951021,0.46111717,0.74689737,0.24926408,2.642928378E-05
0.4259525,0.55423399,0.43101933,0.58703244,0.15381842,0.92620525,0.94914,0.76039288,0.91055622,0.08680582,4.854591475E-04
0.99769193,0.27846993,0.50657721,0.57741319,0.77691242,0.54081421,0.36568863,0.63313118,0.5601628,0.56969793,2.522849460E-03
0.26658659,0.69034948,0.11893017,0.13649487,0.28341157,0.43377169,0.43198574,0.79321225,0.23869745,0.95926934,2.881652565E-05
0.09916848,0.1620628,0.7082912,0.46336372,0.95990519,0.71984819,0.1133633,0.54783456,0.26037684,0.48949027,2.884884602E-05
0.96045712,0.86368404,0.22458838,0.21419895,0.7782838,0.67828626,0.33429721,0.56297837,0.82126528,0.97757963,3.183087469E-03
0.89828703,0.83132877,0.33208249,0.83427043,0.23239777,0.3199252,0.63018655,0.79443999,0.93346259,0.42797381,3.076560865E-03
0.66845619,0.30277493,0.74658675,0.79902405,0.21007125,0.26952812,0.93093866,0.67551913,0.85534293,0.21406533,7.871346232E-04
0.40209556,0.95515763,0.34894367,0.03580084,0.4657757,0.18096169,0.38619447,0.26227196,0.09587116,0.55675682,2.186390738E-06
0.71013051,0.59070106,0.85567966,0.95307988,0.6349719,0.82017906,0.58668947,0.96936695,0.89263328,0.67013739,6.060982674E-02
0.56773221,0.65395622,0.50652656,0.50380474,0.13099357,0.20550165,0.95253745,0.78114387,0.72274378,0.96048742,1.317380119E-03
0.47205205,0.68531594,0.43815216,0.59457791,0.01678694,0.74759283,0.22775066,0.17504847,0.62828062,0.28597903,7.576295931E-06
